"url","id","publisherName","releaseDate","name","isAgeRestricted","activeCtaId","starRating/averageRating","starRating/totalRatingsCount"
"https://store.playstation.com/en-us/product/UP4432-CUSA00224_00-UBW0810000000000","UP4432-CUSA00224_00-UBW0810000000000","Gaijin Distribution KFT","2024-03-01T09:00:00Z","War Thunder - Ancient Tank Bundle","false","UPSELL_PS_PLUS_EXCLUSIVE_FREE:ADD_TO_CART:UP4432-CUSA00224_00-UBW0810000000000-U001:OUTRIGHT","4.16","341445"
"https://store.playstation.com/en-us/product/UB0337-PPSA19410_00-0039762144086918","UB0337-PPSA19410_00-0039762144086918","Entity3 Limited","2024-03-02T09:00:00Z","Sky Roll!","false","ADD_TO_CART:ADD_TO_CART:UB0337-PPSA19410_00-0039762144086918-U001:OUTRIGHT","5","1"
"https://store.playstation.com/en-us/product/UP6695-PPSA21190_00-BUNNYREVERSPS5NA","UP6695-PPSA21190_00-BUNNYREVERSPS5NA","Volkov Konstantin Sergeevich","2024-03-02T10:00:00Z","Bunny Reversi","false","ADD_TO_CART:ADD_TO_CART:UP6695-PPSA21190_00-BUNNYREVERSPS5NA-U001:OUTRIGHT","3.73","22"
"https://store.playstation.com/en-us/product/UP2006-PPSA05825_00-0738645746518020","UP2006-PPSA05825_00-0738645746518020","Gameloft Inc.","2024-03-02T14:00:00Z","Disney Dreamlight Valley - Gold Edition","false","ADD_TO_CART:ADD_TO_CART:UP2006-PPSA05825_00-0738645746518020-U001:OUTRIGHT","4.31","2723"
"https://store.playstation.com/en-us/product/UP5869-PPSA20610_00-0139183875962116","UP5869-PPSA20610_00-0139183875962116","4 GLADIATORS","2024-03-03T05:00:00Z","EVIL EYES","false","ADD_TO_CART:ADD_TO_CART:UP5869-PPSA20610_00-0139183875962116-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP1001-PPSA16306_00-WWE2K24DELUXEED0","UP1001-PPSA16306_00-WWE2K24DELUXEED0","2K","2024-03-05T05:00:00Z","WWE 2K24 Deluxe Edition","false","PREORDER:BUY_NOW:UP1001-PPSA16306_00-WWE2K24DELUXEED0-U001:OUTRIGHT","4.83","363"
"https://store.playstation.com/en-us/product/UP1001-PPSA16306_00-WWE2K24WMEDITION","UP1001-PPSA16306_00-WWE2K24WMEDITION","2K","2024-03-05T05:00:00Z","WWE 2K24 40 Years of WrestleMania Edition","false","PREORDER:BUY_NOW:UP1001-PPSA16306_00-WWE2K24WMEDITION-U001:OUTRIGHT","4.83","363"
"https://store.playstation.com/en-us/product/UP2113-PPSA05003_00-0693037606311457","UP2113-PPSA05003_00-0693037606311457","Red Barrels","2024-03-05T05:00:00Z","The Outlast Trials Deluxe Edition","false","PREORDER:BUY_NOW:UP2113-PPSA05003_00-0693037606311457-U001:OUTRIGHT","4.92","36"
"https://store.playstation.com/en-us/product/UP2113-PPSA05003_00-0964993366721710","UP2113-PPSA05003_00-0964993366721710","Red Barrels","2024-03-05T05:00:00Z","The Outlast Trials","false","PREORDER:BUY_NOW:UP2113-PPSA05003_00-0964993366721710-U001:OUTRIGHT","4.92","36"
"https://store.playstation.com/en-us/product/UP1440-PPSA17539_00-REVEILFUNHOUSE5N","UP1440-PPSA17539_00-REVEILFUNHOUSE5N","DAEDALIC ENTERTAINMENT GMBH","2024-03-06T16:00:00Z","REVEIL - Funhouse Edition","false","PREORDER:BUY_NOW:UP1440-PPSA17539_00-REVEILFUNHOUSE5N-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP1440-PPSA17539_00-0647844356245450","UP1440-PPSA17539_00-0647844356245450","DAEDALIC ENTERTAINMENT GMBH","2024-03-06T16:00:00Z","REVEIL","false","PREORDER:BUY_NOW:UP1440-PPSA17539_00-0647844356245450-U002:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP2565-PPSA18293_00-0870913542238428","UP2565-PPSA18293_00-0870913542238428","astragon Entertainment GmbH","2024-03-07T05:00:00Z","ABRISS - build to destroy","false","PREORDER:BUY_NOW:UP2565-PPSA18293_00-0870913542238428-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP4064-PPSA13723_00-CLASSIFIEDDX0000","UP4064-PPSA13723_00-CLASSIFIEDDX0000","Team17 Software Ltd.","2024-03-05T05:00:00Z","Classified: France '44 - Deluxe Edition","false","PREORDER:BUY_NOW:UP4064-PPSA13723_00-CLASSIFIEDDX0000-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP4064-PPSA13723_00-0232899021037973","UP4064-PPSA13723_00-0232899021037973","Team17 Software Ltd.","2024-03-05T05:00:00Z","Classified: France '44","false","PREORDER:BUY_NOW:UP4064-PPSA13723_00-0232899021037973-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP6665-PPSA14176_00-TLCDSPREORDER001","UP6665-PPSA14176_00-TLCDSPREORDER001","NACON SA","2024-03-07T09:00:00Z","Taxi Life - Supporter Edition (Pre-order)","false","PREORDER:BUY_NOW:UP6665-PPSA14176_00-TLCDSPREORDER001-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP4133-PPSA17423_00-SNOWRUNNEREXPEDI","UP4133-PPSA17423_00-SNOWRUNNEREXPEDI","Focus Entertainment","2024-03-05T10:00:00Z","Expeditions: A MudRunner Game (PS4 & PS5)","false","PREORDER:BUY_NOW:UP4133-PPSA17423_00-SNOWRUNNEREXPEDI-U001:OUTRIGHT","4.48","27"
"https://store.playstation.com/en-us/product/UP6665-PPSA14176_00-TLCDSPREORDER000","UP6665-PPSA14176_00-TLCDSPREORDER000","NACON SA","2024-03-07T09:00:00Z","Taxi Life - Standard Edition (Pre-order)","false","PREORDER:BUY_NOW:UP6665-PPSA14176_00-TLCDSPREORDER000-U001:OUTRIGHT","0","0"
"https://store.playstation.com/en-us/product/UP0177-PPSA09770_00-UOMONARCHEDITION","UP0177-PPSA09770_00-UOMONARCHEDITION","SEGA of America, Inc.","2024-03-08T05:00:00Z","Unicorn Overlord Monarch Edition PS4 & PS5","false","PREORDER:BUY_NOW:UP0177-PPSA09770_00-UOMONARCHEDITION-U001:OUTRIGHT","4.81","1302"
"https://store.playstation.com/en-us/product/UP1001-PPSA16306_00-WWE2K24CROSSGEN0","UP1001-PPSA16306_00-WWE2K24CROSSGEN0","2K","2024-03-08T05:00:00Z","WWE 2K24 Cross-Gen Digital Edition","false","PREORDER:BUY_NOW:UP1001-PPSA16306_00-WWE2K24CROSSGEN0-U001:OUTRIGHT","4.83","363"
"https://store.playstation.com/en-us/product/UP4633-PPSA17818_00-0075138244833922","UP4633-PPSA17818_00-0075138244833922","INTERIOR NIGHT LIMITED","2024-03-07T14:00:00Z","As Dusk Falls PS4® & PS5®","false","PREORDER:BUY_NOW:UP4633-PPSA17818_00-0075138244833922-U001:OUTRIGHT","3.33","6"
"https://store.playstation.com/en-us/product/UP4040-PPSA14501_00-BROTHERSFORPS5US","UP4040-PPSA14501_00-BROTHERSFORPS5US","505 Games","2024-02-28T15:00:00Z","Brothers: A Tale of Two Sons Remake","false","ADD_TO_CART:ADD_TO_CART:UP4040-PPSA14501_00-BROTHERSFORPS5US-U001:OUTRIGHT","4.61","182"
"https://store.playstation.com/en-us/product/UP1001-PPSA15301_00-NBA2K24BALLER000","UP1001-PPSA15301_00-NBA2K24BALLER000","2K","2024-02-28T08:00:00Z","NBA 2K24 Baller Edition","false","ADD_TO_CART:ADD_TO_CART:UP1001-PPSA15301_00-NBA2K24BALLER000-U001:OUTRIGHT","3.18","18588"
"https://store.playstation.com/en-us/product/UP7656-PPSA18637_00-0505489066723673","UP7656-PPSA18637_00-0505489066723673","WEAKFISH STUDIO PUBLISHING","2024-02-29T00:00:00Z","Peachy Boy","false","ADD_TO_CART:ADD_TO_CART:UP7656-PPSA18637_00-0505489066723673-U001:OUTRIGHT","4.83","6"
"https://store.playstation.com/en-us/product/UP2538-PPSA18447_00-CELEBRITIH5PS5US","UP2538-PPSA18447_00-CELEBRITIH5PS5US","Somequest Sp. z o. o.","2024-02-28T12:00:00Z","Celebrities Hacked Premium Edition","false","ADD_TO_CART:ADD_TO_CART:UP2538-PPSA18447_00-CELEBRITIH5PS5US-U001:OUTRIGHT","3.79","1147"
"https://store.playstation.com/en-us/product/UP0913-PPSA19728_00-0109195796998797","UP0913-PPSA19728_00-0109195796998797","NIGHT DIVE STUDIOS","2024-02-28T13:00:00Z","STAR WARS™: Dark Forces Remaster","false","ADD_TO_CART:ADD_TO_CART:UP0913-PPSA19728_00-0109195796998797-U001:OUTRIGHT","4.93","136"
"https://store.playstation.com/en-us/product/UP6472-PPSA20812_00-SAKURASUCCUBUS70","UP6472-PPSA20812_00-SAKURASUCCUBUS70","Gamuzumi","2024-02-29T05:00:00Z","Sakura Succubus 7 PS4® & PS5®","false","ADD_TO_CART:ADD_TO_CART:UP6472-PPSA20812_00-SAKURASUCCUBUS70-U001:OUTRIGHT","5","14"
